customer,st,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
QT25383,Nevada,M,High School or Below,636490.22,41986,84,2,Personal Auto,Two-Door Car,430
AW18068,Arizona,M,High School or Below,946850.93,0,88,0,Personal Auto,Two-Door Car,633
NS45347,Oregon,F,College,563145.19,17291,73,0,Personal Auto,Four-Door Car,350
FV19421,California,M,Bachelor,778099.93,0,74,0,Personal Auto,Four-Door Car,246
XW89091,California,M,College,981652.83,37256,62,0,Personal Auto,Four-Door Car,128
YC11951,Oregon,M,High School or Below,751913.36,96306,95,1,Corporate Auto,Four-Door Car,185
UY18770,California,F,Bachelor,1017971.7,14290,271,0,Personal Auto,Luxury,1300
RA49085,California,F,College,277283.92,37038,71,1,Corporate Auto,Four-Door Car,9
BG84194,Oregon,M,College,403750.18,90760,103,2,Special Auto,SUV,133
PT64580,Washington,M,Master,419196.61,77048,103,0,Personal Auto,SUV,141
MR67738,Oregon,F,High School or Below,267686.79,54480,67,0,Personal Auto,Four-Door Car,321
DM95829,California,M,College,252395.96,16244,68,0,Personal Auto,Two-Door Car,623
DB75522,California,F,College,698840.16,22436,89,0,Special Auto,Four-Door Car,427
LM34525,Washington,F,College,874205.78,71592,72,0,Personal Auto,Four-Door Car,141
WW30771,Arizona,M,Master,267331.96,28728,67,0,Personal Auto,Four-Door Car,321
QP65569,Arizona,M,High School or Below,1215732.99,57449,103,0,Personal Auto,Four-Door Car,494
TN50051,California,F,Doctor,295776.4,83318,73,0,Personal Auto,Two-Door Car,211
UO86707,Washington,M,Bachelor,717390.94,75217,61,1,Personal Auto,Four-Door Car,147
JA41698,Nevada,M,Bachelor,309953.8,0,102,5,Corporate Auto,SUV,862
NX18774,Oregon,M,Bachelor,841568.46,55308,107,0,Corporate Auto,SUV,513
DA69469,Oregon,F,College,2684312.45,36068,97,0,Personal Auto,Two-Door Car,113
CN23147,Oregon,M,Bachelor,1305717.07,48804,112,1,Corporate Auto,Four-Door Car,537
RA68844,Oregon,M,College,959995.02,0,131,0,Personal Auto,SUV,943
GH42026,Oregon,M,Bachelor,853510.89,55790,111,0,Personal Auto,SUV,117
BD16530,Arizona,F,Bachelor,829348.19,70258,69,0,Personal Auto,Four-Door Car,225
JH91579,Oregon,F,Bachelor,684615.03,0,95,0,Personal Auto,Two-Door Car,456
WK23685,Oregon,F,Bachelor,663685.98,47274,83,1,Corporate Auto,Four-Door Car,182
GR62267,Washington,F,College,560908.25,44705,71,0,Personal Auto,Two-Door Car,148
PI78084,Arizona,M,High School or Below,507732.09,0,73,0,Personal Auto,Two-Door Car,525
GF97874,Washington,F,Master,527562.7,70446,65,0,Personal Auto,Four-Door Car,155
ZH19885,Washington,F,High School or Below,251459.2,43860,65,0,Personal Auto,Four-Door Car,156
UK25655,Oregon,F,Bachelor,343525.01,64348,86,0,Personal Auto,Two-Door Car,212
QR45101,Oregon,M,Bachelor,662461.18,0,62,0,Corporate Auto,Two-Door Car,297
EL93539,California,M,Master,575744.23,88997,72,0,Special Auto,Four-Door Car,174
EE99484,Washington,F,High School or Below,251459.2,43860,65,0,Corporate Auto,Four-Door Car,156
DP46882,California,F,High School or Below,288645.16,10312,78,0,Corporate Auto,Four-Door Car,486
WP41146,California,F,High School or Below,534143.88,0,72,1,Personal Auto,Four-Door Car,345
TK60799,Arizona,F,High School or Below,416001.81,96263,103,0,Personal Auto,SUV,1
DN29808,California,F,College,284624.54,28919,72,0,Corporate Auto,Four-Door Car,518
SS59521,Oregon,F,College,477025.66,0,68,1,Personal Auto,Two-Door Car,326
NG66579,Oregon,M,Bachelor,505961.62,41869,64,0,Personal Auto,Two-Door Car,262
TC14209,Arizona,F,High School or Below,909574.46,0,128,0,Personal Auto,SUV,921
ED50963,California,F,High School or Below,268886.4,32808,68,1,Personal Auto,Four-Door Car,541
GP40701,California,F,Bachelor,827763.76,79780,68,0,Personal Auto,Four-Door Car,326
CP98451,Oregon,F,College,905793.53,91025,112,0,Personal Auto,SUV,327
NX52648,California,F,High School or Below,380175.04,33043,95,0,Personal Auto,Two-Door Car,456
ZC32510,Arizona,M,High School or Below,933934.16,69442,118,3,Personal Auto,Four-Door Car,1265
NG27780,Oregon,M,College,252012.32,0,70,0,Corporate Auto,Four-Door Car,63
HN95240,Arizona,F,College,498409.53,0,70,0,Corporate Auto,Four-Door Car,336
EB59129,Oregon,F,Bachelor,259574.8,47234,65,0,Personal Auto,Four-Door Car,15
RA70851,Oregon,M,High School or Below,743769.33,86863,92,0,Personal Auto,Four-Door Car,441
PM19162,Oregon,M,Bachelor,1453678.76,25805,66,2,Personal Auto,Four-Door Car,375
MS59005,Nevada,M,Bachelor,591330.59,43676,76,0,Personal Auto,Four-Door Car,364
SU71163,Arizona,M,College,277166.3,59855,74,4,Personal Auto,Two-Door Car,355
BD35676,Arizona,M,Master,2919436.64,35296,126,0,Personal Auto,SUV,452
NI44621,Oregon,F,Master,988038.58,36576,125,1,Personal Auto,SUV,113
EW33419,California,F,High School or Below,1511440.24,28513,100,1,Corporate Auto,SUV,480
HX44948,Oregon,M,Bachelor,575991.08,85448,72,0,Special Auto,Four-Door Car,16
DL36983,Oregon,F,High School or Below,849516.42,23791,110,3,Personal Auto,Two-Door Car,615
XR87264,California,F,Bachelor,438118.42,20597,112,0,Personal Auto,Four-Door Car,615
NN99001,Arizona,F,College,699782.74,56940,87,0,Personal Auto,Four-Door Car,512
XV95530,Oregon,M,Bachelor,1143058.85,93210,71,0,Personal Auto,Two-Door Car,74
OL97871,Oregon,F,Bachelor,748248.61,48992,94,1,Personal Auto,Four-Door Car,426
HQ23708,Arizona,F,Master,859691.66,53736,71,0,Personal Auto,Two-Door Car,169
WR63188,Arizona,M,College,785496.08,25378,66,1,Personal Auto,Four-Door Car,419
NG82219,Oregon,F,Bachelor,258240.85,76731,64,0,Personal Auto,Four-Door Car,201
KU29408,Washington,M,Master,907576.82,37722,116,0,Corporate Auto,Luxury,158
RE46783,California,F,Bachelor,411858.86,69379,103,0,Personal Auto,Two-Door Car,494
RU94434,Oregon,M,High School or Below,1215732.99,57449,103,0,Personal Auto,Four-Door Car,494
GI82355,Arizona,M,Bachelor,515281.96,0,68,0,Corporate Auto,Four-Door Car,326
VO26340,Nevada,M,College,651297.65,0,93,0,Personal Auto,Two-Door Car,669
NV61299,Arizona,F,Bachelor,2778969.24,33806,89,0,Corporate Auto,Four-Door Car,395
DX31066,Washington,F,College,266727.0,94041,66,0,Personal Auto,Four-Door Car,159
CY50337,Oregon,F,College,1092840.71,74965,90,0,Personal Auto,Four-Door Car,58
TJ20375,Arizona,F,High School or Below,761538.13,34095,63,0,Personal Auto,Two-Door Car,302
EP72155,California,F,College,200435.07,0,66,4,Personal Auto,Four-Door Car,316
JJ76159,California,M,College,243468.12,96045,61,0,Corporate Auto,Four-Door Car,8
BG15419,Nevada,F,Bachelor,1419536.03,86355,118,0,Personal Auto,Luxury,285
AO74776,California,F,High School or Below,942768.49,27824,118,0,Personal Auto,SUV,566
HQ82233,California,M,High School or Below,1198242.09,42995,101,0,Personal Auto,SUV,410
OL72737,Oregon,F,High School or Below,310278.95,21235,79,0,Personal Auto,Two-Door Car,244
ZQ59828,California,M,High School or Below,422263.12,74585,106,0,Personal Auto,SUV,218
NZ15548,Oregon,M,Bachelor,402381.44,41833,103,0,Personal Auto,Four-Door Car,643
XK61304,California,F,College,529715.18,23908,70,0,Personal Auto,Four-Door Car,336
EJ44139,Oregon,M,Bachelor,2142363.72,0,65,0,Personal Auto,Two-Door Car,312
CM94425,Arizona,M,Bachelor,441620.62,61953,113,0,Personal Auto,SUV,497
OV54878,California,M,Bachelor,463903.52,0,142,0,Corporate Auto,SUV,1022
JF57282,Nevada,M,Bachelor,486354.46,0,137,0,Personal Auto,SUV,657
MY37953,Arizona,F,Bachelor,2583090.98,73760,107,1,Personal Auto,Luxury,230
XP64922,Oregon,F,College,297431.49,23333,74,0,Corporate Auto,Four-Door Car,5
WL65572,California,M,College,206445.88,0,61,0,Personal Auto,Four-Door Car,292
LN50325,Arizona,F,High School or Below,1006460.83,20440,128,2,Corporate Auto,Luxury,614
HJ15383,Washington,M,Master,803240.19,27658,68,0,Personal Auto,Four-Door Car,160
KH59823,California,M,College,548921.41,50943,139,0,Special Auto,SUV,667
YM79169,California,M,Bachelor,261275.67,19003,71,0,Personal Auto,Two-Door Car,34
DR38127,California,M,College,857346.39,46703,108,0,Personal Auto,Four-Door Car,678
PU42145,California,M,Bachelor,2412750.4,14072,71,0,Personal Auto,Four-Door Car,511
KM33477,Oregon,M,College,855038.66,21733,73,0,Corporate Auto,Four-Door Car,525
RI53167,Arizona,M,Bachelor,230864.8,20811,61,0,Personal Auto,Four-Door Car,292
OF77789,Arizona,F,High School or Below,425462.07,11904,61,2,Personal Auto,Two-Door Car,292
YB33445,Oregon,F,College,898285.04,43490,114,4,Corporate Auto,SUV,174
BA17836,California,M,High School or Below,786816.6,57340,67,0,Corporate Auto,Four-Door Car,159
JS43228,California,M,College,770424.87,49088,97,0,Corporate Auto,Four-Door Car,698
BB11622,Nevada,M,Master,1055217.0,47761,131,0,Personal Auto,SUV,232
HQ70429,Washington,F,College,1604510.95,0,65,0,Personal Auto,Two-Door Car,163
WK88044,Arizona,M,Bachelor,873783.75,61281,110,0,Personal Auto,SUV,79
LA80525,Nevada,M,Bachelor,545489.07,0,82,1,Corporate Auto,Two-Door Car,393
EH16250,Arizona,M,Bachelor,770528.33,25290,66,0,Personal Auto,Four-Door Car,382
PU41872,Arizona,F,High School or Below,703926.24,24239,88,0,Personal Auto,Four-Door Car,48
HB85743,California,M,Bachelor,883808.56,82664,114,3,Personal Auto,SUV,133
MM71959,Arizona,M,Bachelor,873352.73,83210,110,0,Personal Auto,Luxury,528
MB83663,Oregon,F,Bachelor,959747.48,38736,81,0,Personal Auto,Two-Door Car,561
KR43119,California,M,College,450666.02,0,66,0,Personal Auto,Four-Door Car,316
KH24214,Oregon,M,College,1785797.23,55437,64,1,Personal Auto,Four-Door Car,445
AC40767,Washington,M,Bachelor,249780.82,68041,6464,0,Personal Auto,Two-Door Car,165
HP55391,Oregon,M,Master,542613.62,0,71,0,Corporate Auto,Four-Door Car,407
EG62398,California,F,High School or Below,799814.38,29066,100,0,Personal Auto,SUV,844
VS19949,Nevada,M,Bachelor,289762.07,54337,72,0,Personal Auto,Four-Door Car,345
AM92343,Oregon,F,High School or Below,1159950.22,67616,96,0,Personal Auto,Four-Door Car,340
GI68556,California,F,Bachelor,1514793.06,41082,63,0,Personal Auto,Two-Door Car,106
JT11876,Washington,F,High School or Below,543576.78,0,10202,0,Personal Auto,Four-Door Car,626
XR64251,Nevada,F,Master,272535.64,36650,69,1,Personal Auto,Four-Door Car,56
MK34957,Oregon,F,College,1329771.23,50631,112,4,Special Auto,SUV,784
GP18756,California,M,College,992704.97,19592,92,0,Personal Auto,Four-Door Car,441
AP23850,Washington,F,High School or Below,1777154.9,0,114,0,Personal Auto,Two-Door Car,547
KQ65521,Arizona,F,College,1826927.02,55761,115,0,Personal Auto,Luxury,86
EJ19449,California,F,College,272221.07,17576,71,0,Special Auto,Four-Door Car,398
QB70027,California,F,Bachelor,708321.24,41449,89,0,Personal Auto,Four-Door Car,63
QW47320,California,F,Bachelor,1017971.7,14290,271,0,Personal Auto,Luxury,1300
KH64733,Nevada,F,College,588950.91,62007,73,0,Personal Auto,Four-Door Car,120
ON59472,Arizona,M,High School or Below,1577139.34,21921,206,0,Corporate Auto,Luxury,1254
HP94242,Arizona,F,Bachelor,528817.33,42621,66,0,Personal Auto,Four-Door Car,316
RV15398,Oregon,M,College,2758055.4,0,87,1,Personal Auto,Four-Door Car,417
EA25683,Washington,M,High School or Below,777853.23,63786,196,0,Corporate Auto,Luxury,798
PW73754,California,F,High School or Below,734186.13,0,104,3,Personal Auto,Luxury,82
MC71942,California,F,High School or Below,791919.7,82877,99,1,Personal Auto,Two-Door Car,22
OX72195,Arizona,M,College,216387.02,0,63,0,Corporate Auto,Two-Door Car,302
YQ99152,Nevada,M,High School or Below,978780.88,10475,88,1,Personal Auto,Two-Door Car,422
KI19439,Oregon,F,High School or Below,520764.08,21952,66,0,Personal Auto,Four-Door Car,316
PM76175,Oregon,F,Bachelor,2114727.72,49721,132,0,Corporate Auto,Luxury,639
US45383,California,M,College,1228076.66,88340,102,0,Personal Auto,Two-Door Car,489
GT38956,California,F,College,244139.42,0,65,0,Personal Auto,Four-Door Car,312
SN41301,Oregon,M,Bachelor,653556.06,0,65,0,Corporate Auto,Four-Door Car,468
BE62503,Washington,F,College,920659.83,24589,82,0,Personal Auto,Two-Door Car,511
PA16884,California,F,Bachelor,411858.86,69379,103,0,Personal Auto,Two-Door Car,494
NC58480,Nevada,F,Bachelor,483820.9,73769,61,2,Personal Auto,Four-Door Car,239
NS39326,California,F,College,462554.81,66670,114,0,Personal Auto,SUV,518
PN18507,Arizona,M,Bachelor,1404210.3,88854,118,0,Personal Auto,Two-Door Car,715
EK91340,Oregon,M,Bachelor,754661.35,31266,193,0,Corporate Auto,Luxury,926
JY16280,California,F,High School or Below,251459.2,43860,65,0,Personal Auto,Four-Door Car,156
ZW71731,California,M,Bachelor,517035.84,89284,133,2,Corporate Auto,SUV,402
ZC24631,Oregon,M,College,1391737.72,67267,89,0,Corporate Auto,Four-Door Car,94
YR34689,California,F,High School or Below,1131813.08,79270,95,3,Personal Auto,Four-Door Car,456
RT65829,Oregon,M,Bachelor,427636.36,36692,109,1,Personal Auto,Four-Door Car,523
BZ12077,Oregon,F,High School or Below,432224.03,0,119,0,Personal Auto,SUV,571
WM65373,California,F,College,800230.83,0,107,0,Corporate Auto,SUV,513
NH35059,Nevada,M,College,388545.64,0,105,0,Corporate Auto,Four-Door Car,504
QD38160,Oregon,M,College,447177.82,0,135,0,Personal Auto,SUV,972
BM15160,California,F,High School or Below,849635.28,44624,71,1,Special Auto,Four-Door Car,73
VY79030,Arizona,F,College,2250088.35,0,71,0,Corporate Auto,Four-Door Car,340
EV19512,Nevada,F,Master,1630196.76,19614,85,0,Personal Auto,Two-Door Car,574
TE13577,Oregon,F,College,231973.59,0,64,0,Personal Auto,Four-Door Car,632
WY97929,Arizona,M,College,871704.98,83846,74,3,Special Auto,Four-Door Car,355
YG20683,Washington,M,College,286011.17,51159,72,0,Personal Auto,Four-Door Car,4
FK75497,California,M,College,245340.83,83772,62,0,Personal Auto,Two-Door Car,42
NE60110,Arizona,M,College,598977.39,66839,154,0,Personal Auto,Luxury,739
TN36521,Arizona,F,College,2498022.55,88440,70,0,Personal Auto,Two-Door Car,27
HG33568,Arizona,F,Master,748263.95,25666,63,2,Personal Auto,Four-Door Car,270
TW17878,Oregon,F,High School or Below,245757.6,52926,61,0,Personal Auto,Four-Door Car,292
ZO83562,Nevada,F,Bachelor,237974.12,0,67,0,Personal Auto,Four-Door Car,494
CH97539,Washington,F,Bachelor,828696.44,40001,70,0,Personal Auto,Four-Door Car,142
CV29889,California,M,College,239391.54,0,70,0,Personal Auto,Four-Door Car,425
MO33320,Oregon,M,College,465715.95,18024,65,0,Personal Auto,Two-Door Car,312
QZ81258,Oregon,F,College,1319792.89,0,68,3,Personal Auto,Four-Door Car,326
NY56352,Oregon,F,Bachelor,280391.67,23220,74,0,Personal Auto,Four-Door Car,251
EA27048,California,F,High School or Below,864650.41,64125,108,0,Personal Auto,SUV,369
UT38865,Oregon,F,College,742587.06,58042,62,0,Corporate Auto,Four-Door Car,161
QC89139,Oregon,F,High School or Below,452873.74,90034,112,0,Corporate Auto,SUV,537
LA14484,Nevada,M,High School or Below,222707.28,27972,61,0,Special Auto,Four-Door Car,292
HN57556,California,F,High School or Below,729294.88,0,65,0,Personal Auto,Four-Door Car,312
CV31235,Arizona,M,Bachelor,318435.52,50989,80,0,Corporate Auto,Four-Door Car,255
WR45726,Arizona,F,Bachelor,1131520.37,11885,101,0,Special Auto,Four-Door Car,484
LB25094,California,F,Bachelor,253070.51,89451,63,0,Special Auto,Four-Door Car,61
KW56110,Oregon,M,Bachelor,1836155.53,0,182,0,Personal Auto,Luxury,1310
XO36233,Washington,M,Bachelor,864153.0,78904,109,0,Personal Auto,SUV,250
ZX86243,Arizona,M,Doctor,327853.19,70247,83,1,Personal Auto,Four-Door Car,141
DW29763,Arizona,M,High School or Below,527198.21,32653,67,0,Personal Auto,Two-Door Car,321
CT83377,Washington,M,High School or Below,376363.77,93595,97,4,Special Auto,Four-Door Car,49
OQ90898,California,M,Master,1395556.96,90279,115,0,Personal Auto,SUV,372
GO77248,Oregon,F,College,500152.75,0,72,0,Personal Auto,Four-Door Car,542
QW33258,California,M,Bachelor,708283.04,53310,189,3,Personal Auto,Luxury,1360
OU79745,California,M,College,761948.28,0,105,0,Personal Auto,Four-Door Car,504
VZ79886,Oregon,F,Bachelor,1255088.2,22234,160,0,Personal Auto,SUV,768
FI92440,Washington,F,High School or Below,3219660.04,91375,99,0,Personal Auto,Two-Door Car,72
YG85980,Nevada,F,High School or Below,679377.41,22250,86,0,Personal Auto,Two-Door Car,720
QM74621,Oregon,M,Bachelor,527231.97,0,80,0,Personal Auto,Four-Door Car,576
EI71732,Oregon,F,Doctor,626534.33,0,84,1,Personal Auto,Four-Door Car,481
VN79010,California,F,High School or Below,854758.61,51179,71,0,Corporate Auto,Four-Door Car,466
FI61723,California,M,Bachelor,278742.37,38667,72,0,Personal Auto,Four-Door Car,159
OH55411,California,F,Master,462680.11,79487,114,0,Corporate Auto,SUV,547
TF10720,Nevada,F,Doctor,866336.4,67763,107,2,Personal Auto,Four-Door Car,41
NW30838,Nevada,M,High School or Below,387222.22,0,62,2,Corporate Auto,Four-Door Car,503
CB58476,Oregon,F,College,517081.15,0,71,0,Corporate Auto,Four-Door Car,859
WI69346,California,F,Master,896028.02,71943,112,0,Corporate Auto,SUV,305
FS76657,Oregon,F,College,547183.43,53526,68,0,Personal Auto,Four-Door Car,278
YX89016,Oregon,M,College,3493100.17,35005,295,0,Personal Auto,Luxury,1416
PK28821,California,M,College,262039.23,24721,67,0,Personal Auto,Four-Door Car,139
MB51200,Washington,M,College,1906949.95,0,102,2,Personal Auto,Four-Door Car,734
XG44587,Arizona,M,Master,575744.23,88997,72,0,Personal Auto,Four-Door Car,174
FG91922,Arizona,M,Master,4022401.36,48587,111,0,Personal Auto,SUV,532
OM99303,Arizona,F,High School or Below,270148.83,76310,67,0,Personal Auto,Two-Door Car,321
RV67546,California,M,Bachelor,371243.05,73205,92,0,Personal Auto,Four-Door Car,37
UJ79253,Oregon,F,College,2185084.0,51056,78,0,Personal Auto,Four-Door Car,95
PN98247,California,M,College,784016.58,58414,210,2,Personal Auto,Luxury,1008
IB67546,California,F,Bachelor,823703.79,23940,107,0,Personal Auto,SUV,513
OE19087,California,F,High School or Below,224347.39,0,62,0,Personal Auto,Four-Door Car,446
CM95716,California,M,Bachelor,843446.41,44216,71,0,Personal Auto,Four-Door Car,72
MW62634,California,M,High School or Below,222707.28,27972,61,0,Corporate Auto,Four-Door Car,292
QW67581,Arizona,F,High School or Below,517002.6,0,69,0,Personal Auto,Four-Door Car,331
SN16059,California,F,Master,264144.61,29305,66,0,Personal Auto,Four-Door Car,475
OE51254,California,F,College,279068.3,53882,69,0,Personal Auto,Four-Door Car,331
RM42344,Oregon,M,College,274512.98,91757,69,1,Personal Auto,Four-Door Car,331
GB35238,California,F,Bachelor,757953.27,33906,64,0,Personal Auto,Two-Door Car,401
ML82674,Oregon,M,Bachelor,1097878.03,68158,139,1,Personal Auto,SUV,253
EI85244,California,M,College,825506.01,0,134,3,Personal Auto,SUV,643
DE28132,Oregon,M,College,474773.46,42165,123,0,Corporate Auto,SUV,799
TV25678,Washington,M,College,354090.43,0,101,0,Personal Auto,SUV,727
TY26512,California,M,Doctor,343613.43,30817,88,0,Personal Auto,Four-Door Car,91
OB69153,California,M,Bachelor,258218.53,68074,65,0,Personal Auto,Four-Door Car,27
QZ77637,Washington,F,College,1166509.78,84978,35353,1,Corporate Auto,Four-Door Car,166
XN41715,California,F,Master,739628.37,71135,92,1,Personal Auto,Four-Door Car,270
QR15857,California,F,College,433079.98,0,61,0,Personal Auto,Two-Door Car,292
FL69363,Oregon,M,Master,907576.82,37722,116,0,Personal Auto,Luxury,158
IS30295,Arizona,F,Bachelor,1463545.16,0,139,0,Personal Auto,SUV,667
WA25797,Washington,M,High School or Below,856476.82,95697,107,0,Personal Auto,Luxury,178
NL59519,California,F,College,1156568.75,64642,96,0,Personal Auto,Four-Door Car,404
ZU93025,Oregon,F,College,277104.5,50071,71,0,Personal Auto,Two-Door Car,18
DK94262,Oregon,M,High School or Below,850712.88,46754,106,1,Personal Auto,SUV,513
UQ30615,California,M,College,758211.38,64801,64,0,Corporate Auto,Four-Door Car,268
OR40060,Arizona,M,Bachelor,332309.25,70410,83,0,Personal Auto,Four-Door Car,131
DK32872,Nevada,F,High School or Below,523433.17,66957,131,1,Personal Auto,SUV,628
FA46418,Nevada,F,High School or Below,2470959.96,24213,78,1,Personal Auto,Four-Door Car,374
ER19995,Washington,F,College,1778627.78,99790,6464,0,Personal Auto,Four-Door Car,178
KI75855,Oregon,M,Master,255122.67,79751,63,0,Personal Auto,Two-Door Car,392
ND41876,Arizona,M,High School or Below,724771.37,86122,182,1,Personal Auto,Luxury,873
PN21042,Arizona,M,Bachelor,453884.78,82297,116,0,Personal Auto,Luxury,0
GJ43254,Washington,M,College,3164210.46,89057,98,0,Corporate Auto,Two-Door Car,187
AL46984,California,M,High School or Below,873042.2,43259,73,0,Personal Auto,Four-Door Car,350
JP58047,Oregon,M,College,833273.06,0,79,0,Personal Auto,Four-Door Car,379
ZE85014,California,M,College,235774.7,25064,62,0,Personal Auto,Four-Door Car,297
KU88219,Arizona,M,Master,463716.4,25816,119,0,Personal Auto,Luxury,571
UU98729,California,M,Bachelor,535719.27,0,73,0,Personal Auto,Four-Door Car,350
WS82822,Oregon,F,College,539197.1,41662,69,0,Corporate Auto,Four-Door Car,217
YB49933,Arizona,M,Bachelor,369414.05,96170,92,0,Personal Auto,Four-Door Car,441
XC16387,Arizona,F,High School or Below,504041.24,46072,64,0,Personal Auto,Four-Door Car,25
XJ96748,Arizona,F,High School or Below,2749542.19,37931,99,0,Personal Auto,Four-Door Car,475
TM98684,Oregon,M,High School or Below,484228.5,35127,62,0,Personal Auto,Four-Door Car,297
AY18433,Washington,F,High School or Below,2738281.89,45473,76,0,Special Auto,Two-Door Car,188
DM74502,Nevada,F,College,522710.19,93087,131,3,Corporate Auto,Luxury,628
FT56968,Arizona,M,High School or Below,259009.6,22398,67,2,Personal Auto,Four-Door Car,321
OX36896,California,M,High School or Below,1053607.8,92983,87,1,Corporate Auto,Four-Door Car,153
BZ65376,Arizona,M,Bachelor,858127.87,27689,239,2,Personal Auto,Luxury,2893
LN34660,California,F,College,946311.33,69654,118,0,Corporate Auto,SUV,629
JC29295,California,F,Bachelor,1344100.64,80744,111,0,Personal Auto,SUV,361
KJ87930,California,F,Bachelor,388650.48,0,112,0,Corporate Auto,SUV,1185
XT36360,Arizona,F,High School or Below,678489.37,0,64,1,Personal Auto,Four-Door Car,460
IX35050,Arizona,M,Bachelor,2359468.02,76358,66,0,Special Auto,Four-Door Car,86
UN97379,Oregon,M,Bachelor,253862.63,18608,71,0,Corporate Auto,Four-Door Car,340
MR57294,California,M,High School or Below,563994.2,73168,70,0,Personal Auto,Four-Door Car,425
UG79499,Washington,M,Bachelor,1168137.43,70930,99,0,Personal Auto,Four-Door Car,190
UA50747,Washington,F,High School or Below,2599775.0,62262,72,0,Corporate Auto,Four-Door Car,193
GL20444,Nevada,F,Master,1377836.93,91474,113,0,Corporate Auto,Two-Door Car,24
SP58110,California,F,Bachelor,492318.17,61469,63,5,Personal Auto,Four-Door Car,302
XM91635,Arizona,F,High School or Below,227233.54,16618,62,0,Special Auto,Four-Door Car,219
TV82603,California,F,Bachelor,1489539.8,48081,188,0,Personal Auto,Luxury,881
BB82067,Oregon,M,Doctor,975604.5,67632,121,0,Personal Auto,Luxury,26
JP94676,Oregon,F,Bachelor,942297.41,34115,119,0,Personal Auto,SUV,466
VU53417,Arizona,M,High School or Below,383735.76,23051,99,0,Personal Auto,Two-Door Car,475
IW54795,California,M,College,1095213.19,23748,99,0,Personal Auto,Four-Door Car,607
RN78170,Arizona,F,College,815913.66,40589,69,0,Corporate Auto,Four-Door Car,331
IX55883,California,F,College,1948049.98,50809,83,0,Personal Auto,Four-Door Car,290
XM72420,Arizona,F,High School or Below,391936.67,66676,97,0,Personal Auto,Four-Door Car,558
GC15104,Nevada,F,Bachelor,798514.21,52339,70,3,Corporate Auto,Four-Door Car,336
RX13282,Oregon,M,Bachelor,1216874.49,14973,115,0,Personal Auto,SUV,828
QA85890,Arizona,F,High School or Below,584932.15,0,83,0,Corporate Auto,Four-Door Car,540
IR62668,Arizona,F,Bachelor,508583.66,31546,65,0,Personal Auto,Four-Door Car,100
AL96740,California,F,College,290393.98,67763,73,1,Personal Auto,Four-Door Car,59
SS48498,Washington,F,College,627317.34,20836,79,0,Corporate Auto,Four-Door Car,193
PE39479,Washington,M,College,1832141.9,88592,76,0,Corporate Auto,Four-Door Car,199
JH62891,Oregon,F,College,517870.42,66943,65,1,Special Auto,Four-Door Car,53
FI20423,Arizona,F,High School or Below,1402435.84,81872,115,0,Special Auto,Four-Door Car,256
PM13394,Washington,F,College,530943.59,22404,70,1,Personal Auto,Four-Door Car,211
YV67971,California,F,High School or Below,494980.38,21342,62,0,Personal Auto,Four-Door Car,74
QD31377,California,M,Bachelor,859566.53,34621,108,1,Corporate Auto,SUV,621
YG10247,Oregon,M,College,2295189.2,62396,64,0,Personal Auto,Four-Door Car,307
FE73696,Oregon,M,High School or Below,379213.03,97212,93,0,Personal Auto,Two-Door Car,360
SW19699,Arizona,F,Bachelor,275574.8,49648,70,0,Personal Auto,Four-Door Car,65
QJ40732,Arizona,M,College,488033.96,97984,61,1,Personal Auto,Four-Door Car,407
HM76207,California,F,College,905190.53,26308,114,0,Corporate Auto,SUV,547
NT59303,Oregon,F,College,1011544.62,63528,256,0,Personal Auto,Luxury,1228
PU41393,Nevada,M,College,826907.54,20225,114,1,Special Auto,SUV,547
QO86948,Nevada,M,High School or Below,807165.3,0,112,0,Personal Auto,SUV,806
QN10888,Oregon,F,High School or Below,772699.36,87620,64,0,Personal Auto,Four-Door Car,24
VY19543,California,F,Bachelor,831113.59,0,72,0,Corporate Auto,Four-Door Car,311
XC15133,Nevada,F,Master,257402.04,34990,65,0,Personal Auto,Four-Door Car,42
ST43550,Oregon,M,Bachelor,572732.71,99934,71,0,Special Auto,Four-Door Car,460
FX36546,Washington,M,Master,367914.21,60804,92,0,Personal Auto,Four-Door Car,213
JX68983,Oregon,M,Bachelor,274451.96,94648,69,0,Personal Auto,Four-Door Car,331
HX78576,California,F,High School or Below,563674.03,24516,71,0,Personal Auto,Four-Door Car,300
ZQ11381,Arizona,M,Bachelor,1687038.82,61063,85,0,Personal Auto,Four-Door Car,262
ON39271,California,M,Master,273800.2,0,74,0,Personal Auto,Two-Door Car,263
SB18278,Oregon,M,Bachelor,464470.05,0,64,0,Corporate Auto,Four-Door Car,307
ZT30559,California,F,High School or Below,474668.65,15169,63,0,Personal Auto,Four-Door Car,302
XI41106,Arizona,M,College,1687432.82,55390,71,0,Corporate Auto,Two-Door Car,256
ZS88847,Oregon,F,Bachelor,238760.61,27592,62,0,Personal Auto,Four-Door Car,297
RU49126,Washington,F,College,446533.57,61846,112,0,Personal Auto,SUV,215
KR62797,Arizona,F,High School or Below,459162.59,83297,113,0,Personal Auto,SUV,542
ZJ73220,Arizona,F,College,1309258.58,0,188,0,Special Auto,Luxury,1353
